Gonzalez, Scarlett  ID=149189      1st Period Teacher=Abernathy S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
4,  [Why You need a resume],  Greystone M,  Presenter 2, N/A


Sanchez, Mia  ID=145334      1st Period Teacher=Beaumont S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
2,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
3,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
4,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A


Hernandez, William  ID=154730      1st Period Teacher=Beaumont S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career in Government],  Ormsby M,  Presenter 16, N/A
2,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
3,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A


Robinson, Ellie  ID=172821      1st Period Teacher=Beaumont S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, 2nd
2,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A
3,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
4,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A


Williams, Mia  ID=141838      1st Period Teacher=Beaumont S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
2,  [Career in Government],  Ormsby M,  Presenter 16, N/A
3,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
4,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, 4th


King, Mason  ID=193127      1st Period Teacher=Beaumont S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
2,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
3,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
4,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A


Torres, Elijah  ID=138415      1st Period Teacher=Beaumont S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
2,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
3,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
4,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A


Robinson, Lucas  ID=108664      1st Period Teacher=Beaumont S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
3,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
4,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A


Gonzalez, Wyatt  ID=104309      1st Period Teacher=Beaumont S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
2,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
3,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
4,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A


Smith, Benjamin  ID=120988      1st Period Teacher=Beaumont S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
2,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
3,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
4,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A


White, Ella  ID=122314      1st Period Teacher=Beaumont S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
2,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
3,  [Career in Government],  Ormsby M,  Presenter 16, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A


Jackson, Jack  ID=120307      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
2,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
3,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A


Robinson, Sebastian  ID=134622      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
2,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
3,  [Why You need a resume],  Greystone M,  Presenter 2, 2nd
4,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A


Nelson, Nora  ID=106271      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
2,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
3,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
4,  [Career in Government],  Ormsby M,  Presenter 16, N/A


Thomas, Zoey  ID=147986      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, 5th
2,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A


Anderson, Joseph  ID=112273      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career in Government],  Ormsby M,  Presenter 16, N/A
2,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
3,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
4,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, 5th


Adams, Alexander  ID=122032      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, 7th
2,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
3,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
4,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A


Garcia, Olivia  ID=169698      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
2,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [Why You need a resume],  Greystone M,  Presenter 2, N/A


Baker, Layla  ID=194657      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
2,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
3,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
4,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A


Lee, Owen  ID=105332      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
2,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, 3rd
3,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A


Martinez, Mason  ID=136080      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
2,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
3,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
4,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A


Allen, Aria  ID=184720      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
2,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
3,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
4,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, 5th


Miller, Oliver  ID=153792      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
2,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
3,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
4,  [Electrical Engineering],  Whitmore C,  Presenter 26, 2nd


Johnson, Owen  ID=116124      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
2,  [Why You need a resume],  Greystone M,  Presenter 2, 1st
3,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, 3rd
4,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, 2nd


Lewis, William  ID=175001      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
2,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
3,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
4,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A


Rivera, Amelia  ID=108737      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, 3rd
2,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
3,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
4,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A


Hill, Joseph  ID=127718      1st Period Teacher=Blackwood I
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
2,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A


Harris, Lucas  ID=168950      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
2,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
3,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
4,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A


Moore, Lucas  ID=195212      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
2,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
3,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
4,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A


Martinez, Camila  ID=185962      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
3,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
4,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A


Miller, Isabella  ID=176748      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
2,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, 2nd
3,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Moore, Ethan  ID=148920      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
2,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
3,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, 2nd
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, 7th


Lopez, Jack  ID=138184      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
2,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
3,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 3rd
4,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A


Robinson, Owen  ID=106117      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
2,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
3,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A


Brown, Elijah  ID=132959      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 2nd
3,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A


Roberts, Sophia  ID=197580      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
2,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
3,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
4,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A


Hill, Aria  ID=166737      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
2,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
3,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
4,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A


Walker, Scarlett  ID=146803      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
2,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
3,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
4,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, 7th


Wilson, Carter  ID=102131      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
2,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, 6th
3,  [School Board Member/SLP],  Fairfax O,  Presenter 21, 5th
4,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A


Robinson, Elijah  ID=133875      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Electrical Engineering],  Whitmore C,  Presenter 26, 1st
2,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
3,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A


Nelson, Scarlett  ID=125033      1st Period Teacher=Davenport W
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
2,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, 7th


Scott, Ella  ID=103325      1st Period Teacher=Ellsworth G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
2,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
3,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
4,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, 2nd


Young, Gianna  ID=140094      1st Period Teacher=Ellsworth G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
2,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A


Martinez, Ava  ID=186507      1st Period Teacher=Ellsworth G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, 7th
2,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
3,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, 5th
4,  [Being a Pilot],  Galloway J,  Presenter 31, N/A


Thomas, Nora  ID=115402      1st Period Teacher=Ellsworth G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, 6th
2,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
3,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, 4th
4,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A


Lee, Nora  ID=189727      1st Period Teacher=Ellsworth G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
