SUBJECT,  [Women in Electrical Engineering]
 Marlowe B by  Presenter 1
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Jackson, Harper,N/A, [Treating Cancer with Radiation],  Greystone O
1, Clark, Charlotte,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
1, Scott, Logan,N/A, [Becoming a Sheriff],  Fairfax R
1, Martin, Charlotte,N/A, [Personalities & Career Explorations],  Ashford S
1, Williams, Emma,N/A, [Career in the Legal Profession],  Fitzwilliam E
1, Nguyen, Levi,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
1, Young, James,N/A, [Finanical Literacy for Students],  Yardley A
1, Lewis, Zoey,N/A, [Crime Scene Investigation],  Montgomery C
1, Thompson, Mila,N/A, [Engineering: a career with many changes],  Ravenscroft A
1, Rivera, Amelia,3rd, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, Hill, Henry,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Thomas, Oliver,N/A, [Why You need a resume],  Greystone M
2, Harris, William,N/A, [Treating Cancer with Radiation],  Greystone O
2, Jones, James,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
2, Campbell, Henry,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Lewis, Luna,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
2, Thomas, Amelia,N/A, [Follow the Money to Stop the Crime],  Beaumont S
2, Perez, Grace,N/A, [School Board Member/SLP],  Fairfax O
2, Young, Luna,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Campbell, Mila,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, White, Benjamin,N/A, [Space Based Intelligence Software],  Haverford G
2, Walker, Scarlett,N/A, [Personalities & Career Explorations],  Ashford S
2, Jones, Aria,N/A, [Treating Cancer with Radiation],  Greystone O
2, Wilson, Carter,6th, [School Board Member/SLP],  Fairfax O
2, Robinson, Amelia,N/A, [Why You need a resume],  Greystone M
2, Lewis, Jackson,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Williams, Mila,2nd, [Cybersecurity and hacking],  Whitmore H
2, Miller, Carter,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Davis, Riley,N/A, [Follow the Money to Stop the Crime],  Beaumont S
3, Anderson, Nora,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Hall, Daniel,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
3, Lopez, Harper,N/A, [A career in medicine],  Kingsley D
3, Roberts, Mason,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
3, Smith, Wyatt,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Lopez, Harper,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Carter, Ava,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
3, Perez, Joseph,3rd, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, Carter, Elijah,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Carter, Jack,N/A, [Being a Chiropractor],  Vance J
3, Nguyen, Logan,4th, [Space Based Intelligence Software],  Haverford G
3, Carter, Levi,N/A, [A career in medicine],  Kingsley D
3, Sanchez, Charlotte,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
4, Moore, Samuel,N/A,N/A, N/A
4, Torres, Joseph,N/A,N/A, N/A
4, Walker, Jackson,N/A,N/A, N/A
4, Allen, Carter,N/A,N/A, N/A
4, Robinson, Gianna,N/A,N/A, N/A
4, Torres, Wyatt,N/A,N/A, N/A
4, Williams, Lily,N/A,N/A, N/A
4, Allen, Zoey,N/A,N/A, N/A
4, Roberts, Grace,N/A,N/A, N/A
4, Williams, Luna,1st,N/A, N/A
4, Harris, Levi,N/A,N/A, N/A
4, Thomas, Harper,N/A,N/A, N/A
4, Hernandez, Harper,N/A,N/A, N/A
4, Baker, Carter,N/A,N/A, N/A
4, Miller, Joseph,N/A,N/A, N/A
4, Mitchell, Jackson,N/A,N/A, N/A


SUBJECT,  [What it is like to work with animals at the Brevard Zoo.]
 Ainsworth G by  Presenter 28
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Hall, Samuel,N/A, [Treating Cancer with Radiation],  Greystone O
1, Clark, Lily,N/A, [Cybersecurity and hacking],  Whitmore H
1, White, William,N/A, [Careers in Cybersecurity],  Ravenscroft S
1, Johnson, Joseph,N/A, [Being a Chiropractor],  Vance J
1, Thompson, Ava,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
1, Ramirez, Jack,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
1, Hall, Grace,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
1, Thompson, Grace,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
1, Williams, Lily,N/A, [Not Just a nurse],  Davenport W
1, Hernandez, Grace,N/A, [Career in the Legal Profession],  Fitzwilliam E
1, Campbell, Alexander,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
1, Lopez, Harper,N/A, [Being a Chiropractor],  Vance J
1, Young, Daniel,N/A, [Career in Government],  Ormsby M
1, Walker, Scarlett,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
1, Davis, Amelia,5th, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
1, Lewis, William,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Ramirez, Owen,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
1, Lee, Jack,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Garcia, James,N/A, [Practicing Now to Be an Author Later],  Rutherford E
2, Walker, Evelyn,N/A, [Crime Scene Investigation],  Montgomery C
2, Lewis, Sebastian,N/A, [The Entertainment Business],  Sinclair J
2, Rivera, Harper,N/A, [Crime Scene Investigation],  Montgomery C
2, Taylor, Daniel,N/A, [Careers in Cybersecurity],  Ravenscroft S
2, Flores, Carter,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Adams, Scarlett,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Nelson, Zoey,5th, [Crime Scene Investigation],  Montgomery C
2, Smith, Liam,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Jackson, Mateo,N/A, [Being a Chiropractor],  Vance J
2, King, Ava,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
2, Nelson, Mia,N/A, [Personalities & Career Explorations],  Ashford S
3, Harris, Lucas,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
3, Smith, Samuel,N/A, [Women in Electrical Engineering],  Marlowe B
3, Moore, Lucas,N/A, [Follow the Money to Stop the Crime],  Beaumont S
3, Torres, Joseph,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Scott, Mia,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Nelson, Nora,N/A, [Career in Government],  Ormsby M
3, Gonzalez, Aiden,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Lewis, Luna,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Martinez, Noah,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
3, Allen, Zoey,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Roberts, Grace,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Thompson, Harper,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
3, Wilson, Olivia,N/A, [Engineering: a career with many changes],  Ravenscroft A
3, Torres, Evelyn,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
3, Harris, Riley,N/A, [Architecture - designing buildings big & small],  Eversley A
3, Clark, Elijah,1st, [Careers in Chemistry at Kennedy Space Center],  Ingram O
3, Hernandez, Olivia,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
3, Gonzalez, Wyatt,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
3, Wright, Aria,N/A, [Career in Government],  Ormsby M
3, Carter, Gianna,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
3, Anderson, Owen,N/A, [Electrical Engineering],  Whitmore C
4, Jackson, Henry,N/A,N/A, N/A
4, Flores, William,N/A,N/A, N/A
4, Thomas, Sebastian,N/A,N/A, N/A
4, Roberts, Mason,N/A,N/A, N/A
4, Adams, Owen,N/A,N/A, N/A
4, Jackson, Harper,N/A,N/A, N/A
4, Harris, Charlotte,N/A,N/A, N/A
4, Roberts, Ella,N/A,N/A, N/A
4, Martinez, Jackson,N/A,N/A, N/A
4, Nelson, Mila,N/A,N/A, N/A
4, Roberts, Amelia,N/A,N/A, N/A
4, Scott, Scarlett,N/A,N/A, N/A
4, Ramirez, Scarlett,7th,N/A, N/A
4, Lee, William,N/A,N/A, N/A


SUBJECT,  [Crime Scene Investigation]
 Montgomery C by  Presenter 29
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Robinson, Riley,N/A, [Being a Chiropractor],  Vance J
1, Baker, Daniel,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
1, Jackson, Ella,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
1, Perez, Liam,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
1, Torres, James,N/A, [Exploring IT Careers],  Ellsworth G
1, Flores, Alexander,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
1, Rodriguez, Liam,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
1, Roberts, Sophia,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
1, Roberts, Grace,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
1, Moore, Riley,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
1, Smith, Liam,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
1, Williams, Aria,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
1, Thompson, Chloe,N/A, [Architecture - designing buildings big & small],  Eversley A
1, Harris, Nora,3rd, [Practicing Now to Be an Author Later],  Rutherford E
2, Williams, Olivia,N/A, [Personalities & Career Explorations],  Ashford S
2, Martin, Jackson,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Roberts, Jack,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Anderson, Riley,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Anderson, Chloe,N/A, [A career in medicine],  Kingsley D
2, Williams, Luna,N/A, [Why You need a resume],  Greystone M
2, Young, Samuel,N/A, [The Entertainment Business],  Sinclair J
2, Clark, Elijah,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Lee, Alexander,4th, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
2, Thompson, Emma,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
2, Lewis, Zoey,N/A, [Being a Chiropractor],  Vance J
2, Davis, Scarlett,2nd, [Science behind Police Response to Traffic Crashes],  Blackwood I
3, White, Scarlett,N/A, [Cybersecurity and hacking],  Whitmore H
3, Scott, Gianna,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
3, Walker, Evelyn,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
3, Taylor, Grace,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Walker, Jackson,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Rivera, Harper,N/A, [Follow the Money to Stop the Crime],  Beaumont S
3, Baker, Layla,N/A, [Exploring IT Careers],  Ellsworth G
3, Adams, Layla,N/A, [Cybersecurity and hacking],  Whitmore H
3, Harris, Jackson,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
3, Harris, Lucas,N/A, [Exploring IT Careers],  Ellsworth G
3, Nelson, Zoey,N/A, [Being a Chiropractor],  Vance J
3, Torres, Mason,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Torres, Lily,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Perez, Wyatt,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
3, Clark, Nora,2nd, [Treating Cancer with Radiation],  Greystone O
3, Nelson, Henry,N/A, [Not Just a nurse],  Davenport W
3, Perez, Gianna,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
4, Hill, Ava,N/A,N/A, N/A
4, Sanchez, Sebastian,N/A,N/A, N/A
4, Martin, Henry,N/A,N/A, N/A
4, Clark, Lily,N/A,N/A, N/A
4, Hill, Ellie,N/A,N/A, N/A
4, Moore, Emma,N/A,N/A, N/A
4, Sanchez, Mia,N/A,N/A, N/A
4, Flores, Elijah,N/A,N/A, N/A
4, Perez, Ella,2nd,N/A, N/A
4, Williams, Liam,N/A,N/A, N/A
4, King, Charlotte,N/A,N/A, N/A


SUBJECT,  [The Entertainment Business]
 Sinclair J by  Presenter 30
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Thompson, Emma,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, Rivera, Ella,N/A, [Electrical Engineering],  Whitmore C
1, Robinson, Oliver,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
1, Moore, Carter,N/A, [Not Just a nurse],  Davenport W
1, Thomas, Oliver,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
1, Brown, Emma,N/A, [Follow the Money to Stop the Crime],  Beaumont S
1, Torres, James,N/A, [Career in Government],  Ormsby M
1, Allen, Alexander,N/A, [Becoming a Sheriff],  Fairfax R
1, Brown, Ava,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
1, Allen, William,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Jackson, Lily,N/A, [Becoming a Sheriff],  Fairfax R
1, Torres, Mason,N/A, [Finanical Literacy for Students],  Yardley A
1, Wilson, Carter,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
1, Flores, Lily,N/A, [Personalities & Career Explorations],  Ashford S
1, Wright, Carter,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Rodriguez, Evelyn,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
2, King, Harper,N/A, [Architecture - designing buildings big & small],  Eversley A
2, Adams, Alexander,N/A, [School Board Member/SLP],  Fairfax O
2, Lee, Ava,N/A, [Careers in Cybersecurity],  Ravenscroft S
2, Flores, Lily,N/A, [Space Based Intelligence Software],  Haverford G
2, Young, Camila,N/A, [Why You need a resume],  Greystone M
2, King, Aiden,4th, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Clark, Jackson,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
2, Gonzalez, Ethan,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Lewis, Samuel,N/A, [Exploring IT Careers],  Ellsworth G
3, Lopez, Zoey,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
3, Rivera, Harper,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
3, Lewis, Sebastian,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
3, Young, Gianna,N/A, [Engineering: a career with many changes],  Ravenscroft A
3, Jones, Alexander,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
3, Thomas, Zoey,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
3, Johnson, Elijah,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, White, William,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
3, Taylor, Mateo,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
3, Garcia, Olivia,N/A, [Why You need a resume],  Greystone M
3, Green, Owen,N/A, [Being a Pilot],  Galloway J
3, Flores, Camila,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
3, Hernandez, Levi,N/A, [Exploring IT Careers],  Ellsworth G
3, Roberts, Mila,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Flores, Aria,N/A, [Career in Government],  Ormsby M
3, Young, Samuel,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Roberts, Ella,N/A, [Becoming a Sheriff],  Fairfax R
3, Anderson, Harper,3rd, [Not Just a nurse],  Davenport W
3, Flores, Lucas,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Hernandez, Aiden,N/A, [Becoming a Sheriff],  Fairfax R
3, Lee, Zoey,N/A, [A career in medicine],  Kingsley D
3, Martinez, Amelia,N/A, [Not Just a nurse],  Davenport W
3, Martin, Gianna,N/A, [Practicing Now to Be an Author Later],  Rutherford E
3, Moore, Henry,4th, [Space Based Intelligence Software],  Haverford G
3, Nelson, Scarlett,N/A, [Treating Cancer with Radiation],  Greystone O
3, Hill, Joseph,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, Campbell, Olivia,N/A, [Career in Government],  Ormsby M
4, Brown, Sophia,N/A,N/A, N/A
4, Taylor, Emma,N/A,N/A, N/A
4, Hill, Wyatt,N/A,N/A, N/A
4, Perez, Liam,N/A,N/A, N/A
4, Martin, Jackson,N/A,N/A, N/A
4, Campbell, Ella,N/A,N/A, N/A
4, Robinson, Samuel,4th,N/A, N/A
4, Scott, Joseph,6th,N/A, N/A
4, Williams, Jack,N/A,N/A, N/A
4, Thompson, Chloe,N/A,N/A, N/A
4, Williams, Joseph,N/A,N/A, N/A
4, Harris, Nora,1st,N/A, N/A
4, Sanchez, Sophia,N/A,N/A, N/A
4, Lewis, Mila,N/A,N/A, N/A
4, Perez, Levi,N/A,N/A, N/A


SUBJECT,  [Being a Pilot]
 Galloway J by  Presenter 31
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Lee, Sophia,N/A, [Not Just a nurse],  Davenport W
1, Hall, Daniel,N/A, [Electrical Engineering],  Whitmore C
1, Hill, Oliver,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
1, Flores, William,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, Anderson, Elijah,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
1, Johnson, Mason,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
1, Wright, Liam,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
1, Campbell, Mila,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
1, King, Elijah,5th, [Becoming a Melbourne Police Officer],  Abernathy S
1, Johnson, Owen,N/A, [Why You need a resume],  Greystone M
1, Martin, William,N/A, [Women in Electrical Engineering],  Marlowe B
1, Walker, Aiden,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Moore, Owen,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Anderson, Nora,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
2, Davis, Aria,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
2, Lee, Nora,N/A, [Exploring IT Careers],  Ellsworth G
2, Smith, Wyatt,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
2, Johnson, Samuel,N/A, [Women in Electrical Engineering],  Marlowe B
2, Thompson, Jack,N/A, [Becoming a Sheriff],  Fairfax R
2, Ramirez, William,N/A, [School Board Member/SLP],  Fairfax O
2, Walker, Emma,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
2, Gonzalez, Ellie,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
2, Harris, James,N/A, [School Board Member/SLP],  Fairfax O
2, Nelson, Mateo,N/A, [Becoming a Sheriff],  Fairfax R
2, Wright, Samuel,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Perez, Levi,N/A, [Practicing Now to Be an Author Later],  Rutherford E
3, Sanchez, Sebastian,N/A, [Crime Scene Investigation],  Montgomery C
3, Scott, Ella,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
3, Taylor, Aiden,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
3, Lopez, Mila,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
3, Martinez, Camila,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
3, Hill, Lucas,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
3, Carter, Sophia,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Mitchell, Grace,N/A, [School Board Member/SLP],  Fairfax O
3, Moore, William,N/A, [Why You need a resume],  Greystone M
3, Davis, Riley,N/A, [Being a Chiropractor],  Vance J
3, Sanchez, Mia,N/A, [Crime Scene Investigation],  Montgomery C
3, Anderson, Levi,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Roberts, Ava,N/A, [Practicing Now to Be an Author Later],  Rutherford E
4, Smith, Emma,N/A,N/A, N/A
4, Harris, William,N/A,N/A, N/A
4, Davis, William,N/A,N/A, N/A
4, White, William,N/A,N/A, N/A
4, Martinez, Ava,N/A,N/A, N/A
4, Carter, Camila,N/A,N/A, N/A
4, Nelson, William,N/A,N/A, N/A
4, Sanchez, Logan,N/A,N/A, N/A
4, Miller, Alexander,N/A,N/A, N/A
4, Green, Owen,N/A,N/A, N/A
4, Thompson, Samuel,N/A,N/A, N/A
4, Baker, Mia,N/A,N/A, N/A
4, Taylor, Ava,N/A,N/A, N/A
4, Lee, Jack,N/A,N/A, N/A
4, Lee, Scarlett,N/A,N/A, N/A


SUBJECT,  [Careers in Cybersecurity]
 Ravenscroft S by  Presenter 32
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Nelson, Samuel,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Martin, William,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
1, Carter, Noah,N/A, [Not Just a nurse],  Davenport W
1, Allen, Logan,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
1, Jackson, Emma,N/A, [Career in the Legal Profession],  Fitzwilliam E
1, Young, Ethan,N/A, [Practicing Now to Be an Author Later],  Rutherford E
1, Perez, Amelia,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
1, Flores, Elijah,N/A, [Why You need a resume],  Greystone M
1, Torres, Evelyn,N/A, [Follow the Money to Stop the Crime],  Beaumont S
1, Robinson, Ellie,2nd, [Finanical Literacy for Students],  Yardley A
1, Jackson, Mateo,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
1, Williams, Liam,N/A, [Electrical Engineering],  Whitmore C
1, Torres, Chloe,N/A, [Finanical Literacy for Students],  Yardley A
1, Ramirez, Aria,N/A, [A career in medicine],  Kingsley D
1, Smith, Lucas,N/A, [School Board Member/SLP],  Fairfax O
2, Rivera, Oliver,N/A, [Space Based Intelligence Software],  Haverford G
2, White, William,N/A, [Being a Chiropractor],  Vance J
2, Anderson, Joseph,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Lewis, Noah,N/A, [Being a Chiropractor],  Vance J
2, Nguyen, Benjamin,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Martinez, Luna,N/A, [Finanical Literacy for Students],  Yardley A
3, Harris, Lucas,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Lee, Ava,N/A, [A career in medicine],  Kingsley D
3, Taylor, Daniel,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
3, Torres, Lily,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Martin, Mia,N/A, [A career in medicine],  Kingsley D
3, Wilson, Zoey,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Roberts, Nora,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Smith, Jackson,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Clark, Liam,6th, [Engineering: a career with many changes],  Ravenscroft A
3, Jones, Samuel,N/A, [Personalities & Career Explorations],  Ashford S
3, Robinson, Elijah,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
3, Carter, Scarlett,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
4, Martin, Oliver,N/A,N/A, N/A
4, Clark, Oliver,N/A,N/A, N/A
4, King, Mateo,N/A,N/A, N/A
4, Brown, Jack,N/A,N/A, N/A
4, Williams, Jack,N/A,N/A, N/A
4, Taylor, Grace,N/A,N/A, N/A
4, Johnson, Elijah,N/A,N/A, N/A
4, Mitchell, Owen,N/A,N/A, N/A
4, Thompson, Ava,N/A,N/A, N/A
4, Allen, Wyatt,N/A,N/A, N/A
4, Lewis, Luna,N/A,N/A, N/A
4, Young, Daniel,N/A,N/A, N/A
4, Roberts, Mila,N/A,N/A, N/A
4, Torres, Jack,N/A,N/A, N/A
4, Hall, Scarlett,N/A,N/A, N/A
4, Adams, Harper,1st,N/A, N/A


SUBJECT,  [Firefighter/Paramedic Career and or venue owner]
 Langley G by  Presenter 33
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Walker, Riley,N/A, [Women in Electrical Engineering],  Marlowe B
1, Clark, Ellie,N/A, [Career in the Legal Profession],  Fitzwilliam E
1, Mitchell, Grace,N/A, [Cybersecurity and hacking],  Whitmore H
1, Carter, Ava,N/A, [Being a Chiropractor],  Vance J
1, Scott, Wyatt,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Miller, Oliver,1st, [Architecture - designing buildings big & small],  Eversley A
1, King, Aiden,N/A, [The Entertainment Business],  Sinclair J
1, Wilson, Zoey,N/A, [Career in Government],  Ormsby M
1, Ramirez, Charlotte,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
1, Martinez, Amelia,N/A, [Career in the Legal Profession],  Fitzwilliam E
1, Sanchez, Sophia,6th, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
2, Lopez, Owen,N/A, [Women in Electrical Engineering],  Marlowe B
2, Smith, Samuel,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Scott, Gianna,N/A, [Crime Scene Investigation],  Montgomery C
2, Clark, Oliver,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
2, King, Chloe,N/A, [Follow the Money to Stop the Crime],  Beaumont S
2, Williams, Jack,N/A, [Becoming a Sheriff],  Fairfax R
2, Martinez, Ava,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
2, Campbell, Samuel,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
2, Campbell, Elijah,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
2, Roberts, Mason,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
2, Lewis, Luna,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Torres, Wyatt,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
2, Smith, Henry,N/A, [Space Based Intelligence Software],  Haverford G
2, Roberts, Grace,N/A, [Follow the Money to Stop the Crime],  Beaumont S
2, Scott, Scarlett,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
2, Baker, Sophia,N/A, [Treating Cancer with Radiation],  Greystone O
2, Scott, Camila,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
